gene,raw_identifier,n_masked,neural_r,knn_r,delta_r,neural_mse,knn_mse,delta_mse
CD27,CD27,96,0.8091732,0.9450395,-0.13586628,0.3538114130496979,0.1027025356888771,-0.25110887736082077
MACC1,MACC1,106,0.5956937,0.73162234,-0.13592863,0.64698326587677,0.47184470295906067,-0.17513856291770935
VPS13B,VPS13B,100,0.8009977,0.9369388,-0.13594115,0.4028126001358032,0.14586573839187622,-0.256946861743927
PPP1R16A,PPP1R16A,106,0.788103,0.9240762,-0.13597322,0.4934312403202057,0.1950491964817047,-0.298382043838501
MIR4758,MIR4758,105,0.7354407,0.8714256,-0.13598496,0.3963553309440613,0.19759774208068848,-0.1987575888633728
TTPA,TTPA,95,0.7748853,0.91087747,-0.13599217,0.5502030849456787,0.23441749811172485,-0.31578558683395386
KCNS2,KCNS2,97,0.8267479,0.96276444,-0.13601655,0.2505568861961365,0.05827431008219719,-0.19228257611393929
SEC22B,SEC22B,93,0.7074467,0.84352756,-0.13608086,0.597004771232605,0.36088111996650696,-0.23612365126609802
RTEL1,RTEL1,99,0.74046475,0.8765571,-0.13609236,0.2639703154563904,0.13264232873916626,-0.13132798671722412
TRIM55,TRIM55,98,0.7564672,0.8925926,-0.13612539,0.3530389368534088,0.16443291306495667,-0.18860602378845215
ARHGAP39,ARHGAP39,97,0.7704951,0.90666944,-0.13617432,0.42873913049697876,0.1904582530260086,-0.23828087747097015
PBX1,PBX1,92,0.77228844,0.9084674,-0.13617897,0.38848188519477844,0.1831878125667572,-0.20529407262802124
MIR548AA1,MIR548AA1,109,0.7503014,0.88651335,-0.13621193,0.3915082812309265,0.20367515087127686,-0.18783313035964966
RN7SL466P,RN7SL466P,97,0.78916454,0.9254219,-0.13625735,0.32569557428359985,0.11617721617221832,-0.20951835811138153
SLC25A44,SLC25A44,116,0.7690145,0.90543747,-0.13642299,0.3513471782207489,0.15903331339359283,-0.19231386482715607
PIGT,PIGT,115,0.7529603,0.8897347,-0.13677436,0.43401068449020386,0.23961816728115082,-0.19439251720905304
COL14A1,COL14A1,109,0.8068383,0.9436472,-0.13680893,0.49581751227378845,0.20222018659114838,-0.2935973256826401
C8orf44,C8orf44,106,0.7705855,0.90744483,-0.13685936,0.444681853055954,0.1972143054008484,-0.2474675476551056
MIR4636,MIR4636,95,0.66291827,0.79987276,-0.13695449,0.7748653292655945,0.49077799916267395,-0.28408733010292053
OSTN,OSTN,105,0.78790677,0.92490435,-0.13699758,0.6881624460220337,0.302783340215683,-0.3853791058063507
SOX2,SOX2,115,0.7792947,0.91632754,-0.1370328,0.37215161323547363,0.19261080026626587,-0.17954081296920776
SI,SI,100,0.7375858,0.87464225,-0.13705647,0.30589911341667175,0.15902166068553925,-0.1468774527311325
COLEC10,COLEC10,104,0.80784816,0.94511193,-0.13726377,0.4322242736816406,0.1536155492067337,-0.2786087244749069
RAD51AP1,RAD51AP1,96,0.8291569,0.9664937,-0.13733685,0.36843886971473694,0.08320711553096771,-0.2852317541837692
SULF1,SULF1,116,0.7171604,0.85451025,-0.13734984,0.6807811260223389,0.38101375102996826,-0.2997673749923706
AVIL,AVIL,110,0.786857,0.92425203,-0.13739502,1.052339792251587,0.33315378427505493,-0.719186007976532
MIR641,MIR641,108,0.5810692,0.7185526,-0.13748342,0.5143641829490662,0.3960936963558197,-0.11827048659324646
SNORA58,SNORA58|ENSG00000201129.1,98,0.78457457,0.92206466,-0.1374901,0.5919324159622192,0.29685959219932556,-0.2950728237628937
snoU13,snoU13|ENSG00000239093.1,94,0.808812,0.9463324,-0.13752037,0.2630630135536194,0.10457824915647507,-0.15848476439714432
RNA5SP227,RNA5SP227,100,0.57770896,0.7152824,-0.13757342,0.5556720495223999,0.4051772654056549,-0.150494784116745
RN7SKP249,RN7SKP249,112,0.7571741,0.89482677,-0.1376527,0.7107074856758118,0.3635408580303192,-0.34716662764549255
EPHB3,EPHB3,116,0.8209396,0.9587295,-0.1377899,0.21271519362926483,0.05613354220986366,-0.15658165141940117
SRSF6,SRSF6,111,0.8003671,0.93816763,-0.13780051,0.25646719336509705,0.10081494599580765,-0.1556522473692894
VPS72,VPS72,94,0.8113792,0.9491959,-0.13781673,0.31304508447647095,0.0755973756313324,-0.23744770884513855
SHE,SHE,89,0.78612596,0.9239591,-0.13783312,0.3612683415412903,0.1432567536830902,-0.21801158785820007
GOLPH3,GOLPH3,121,0.73936623,0.87732315,-0.13795692,0.39598631858825684,0.20496338605880737,-0.19102293252944946
SNORD112,SNORD112|ENSG00000252559.1,120,0.8114297,0.9493957,-0.13796604,0.34330469369888306,0.13179638981819153,-0.21150830388069153
AGO2,AGO2,113,0.7846104,0.9226504,-0.13804,0.5464009642601013,0.2379409521818161,-0.3084600120782852
JRK,JRK,90,0.7942718,0.93233347,-0.13806164,0.418748676776886,0.15640731155872345,-0.26234136521816254
SEMA4A,SEMA4A,107,0.75949425,0.8976269,-0.13813263,0.5325798392295837,0.2612764537334442,-0.2713033854961395
SPINT2,SPINT2,110,0.48953202,0.62768334,-0.13815132,0.8581415414810181,0.6724694967269897,-0.18567204475402832
C2CD4D,C2CD4D,97,0.79799694,0.9361703,-0.13817334,0.5411138534545898,0.21213385462760925,-0.3289799988269806
NNAT,NNAT,123,0.7749566,0.9131411,-0.13818449,0.4850776791572571,0.18020521104335785,-0.30487246811389923
TMEM68,TMEM68,103,0.77782136,0.91612935,-0.13830799,0.3431766927242279,0.13888920843601227,-0.20428748428821564
TM4SF19,TM4SF19,101,0.8103536,0.94866335,-0.13830978,0.4247799515724182,0.14381283521652222,-0.280967116355896
UBE2V2,UBE2V2,108,0.74127346,0.87963474,-0.13836128,0.40053409337997437,0.20509682595729828,-0.1954372674226761
HNF4A,HNF4A,100,0.804945,0.94339514,-0.13845015,0.3975237309932709,0.12648873031139374,-0.27103500068187714
STMN3,STMN3,89,0.82939994,0.96786845,-0.1384685,0.3472830057144165,0.10055463761091232,-0.24672836810350418
RNU4ATAC16P,RNU4ATAC16P,106,0.62468964,0.7632624,-0.13857275,0.9958638548851013,0.7967513203620911,-0.19911253452301025
ZBP1,ZBP1,102,0.69660187,0.83524364,-0.13864177,0.7541797161102295,0.48292276263237,-0.2712569534778595
GNB3,GNB3,98,0.7783992,0.9171321,-0.13873285,0.2694447338581085,0.10521459579467773,-0.1642301380634308
PPM1L,PPM1L,103,0.7432279,0.88216966,-0.13894176,0.6135985851287842,0.35892072319984436,-0.2546778619289398
VEPH1,VEPH1,111,0.76217586,0.90116584,-0.13898998,0.4219077527523041,0.19490137696266174,-0.22700637578964233
ETV6,ETV6,82,0.7957567,0.9347625,-0.13900578,0.46446171402931213,0.1593724936246872,-0.30508922040462494
FBXO27,FBXO27,107,0.42395106,0.5630235,-0.13907245,0.3873274326324463,0.22075477242469788,-0.1665726602077484
HNRNPU,HNRNPU,104,0.72496176,0.86421484,-0.13925308,0.30372294783592224,0.16103236377239227,-0.14269058406352997
SNORD12B,SNORD12B,100,0.74233156,0.8815952,-0.13926363,0.3521367907524109,0.15607503056526184,-0.19606176018714905
FYTTD1,FYTTD1,82,0.8154125,0.95468134,-0.13926882,0.639119565486908,0.22644224762916565,-0.4126773178577423
OTUD7B,OTUD7B,99,0.7399706,0.8792769,-0.13930625,0.6448689699172974,0.38168856501579285,-0.2631804049015045
OPTC,OPTC,109,0.7042347,0.84371257,-0.13947785,0.49917903542518616,0.2735382616519928,-0.22564077377319336
PCP4L1,PCP4L1,109,0.7583654,0.89786595,-0.13950056,0.4709153175354004,0.23479484021663666,-0.23612047731876373
RTP4,RTP4,99,0.81239486,0.95198894,-0.13959408,0.34364816546440125,0.09781216084957123,-0.24583600461483002
MYO16,MYO16,90,0.69317293,0.8327853,-0.13961238,1.5539121627807617,1.4667224884033203,-0.0871896743774414
snoU13,snoU13|ENSG00000238859.1,87,0.7765044,0.9162095,-0.13970512,0.2561386525630951,0.10953940451145172,-0.14659924805164337
C1orf56,C1orf56,137,0.71880555,0.8585214,-0.13971585,0.4551919400691986,0.24597607553005219,-0.20921586453914642
SNORD56,SNORD56|ENSG00000200753.1,105,0.49395657,0.63369447,-0.1397379,0.7292733192443848,0.5416634678840637,-0.18760985136032104
DHX36,DHX36,114,0.79529643,0.9352198,-0.1399234,0.5040221810340881,0.17992369830608368,-0.32409848272800446
FGF12,FGF12,103,0.79506946,0.9350227,-0.13995326,0.31435680389404297,0.09711934626102448,-0.2172374576330185
LGALS14,LGALS14,84,0.4668529,0.6068093,-0.13995641,0.43480396270751953,0.30106666684150696,-0.13373729586601257
LRRC37A11P,LRRC37A11P,111,0.5406557,0.68068564,-0.14002997,1.349060297012329,1.1641610860824585,-0.1848992109298706
RNA5SP483,RNA5SP483,93,0.7009062,0.84094024,-0.14003402,0.44713735580444336,0.2550719380378723,-0.19206541776657104
AICDA,AICDA,112,0.8033174,0.9434142,-0.14009678,0.42373234033584595,0.15584233403205872,-0.26789000630378723
RN7SL372P,RN7SL372P,112,0.7618035,0.90202045,-0.14021695,0.27193644642829895,0.1220586970448494,-0.14987774938344955
C5orf42,C5orf42,105,0.6679788,0.8082118,-0.14023298,0.6178308129310608,0.402413547039032,-0.2154172658920288
CNST,CNST,101,0.6459844,0.7862428,-0.14025837,0.5457819104194641,0.35718807578086853,-0.18859383463859558
RN7SKP271,RN7SKP271,89,0.49145672,0.6317982,-0.14034149,0.9949575662612915,0.8042353987693787,-0.19072216749191284
KCNK6,KCNK6,88,0.6824128,0.82276213,-0.14034933,0.43582579493522644,0.25083205103874207,-0.18499374389648438
S100A14,S100A14,99,0.8040391,0.9444212,-0.14038205,0.48215121030807495,0.15956249833106995,-0.322588711977005
MIR614,MIR614,85,0.6549745,0.7954458,-0.14047128,0.320117712020874,0.19513636827468872,-0.1249813437461853
IMPAD1,IMPAD1,83,0.8083163,0.9488567,-0.14054042,0.36683839559555054,0.10489718616008759,-0.26194120943546295
ZNF573,ZNF573,99,0.69556415,0.8361099,-0.14054573,0.4505568742752075,0.26058265566825867,-0.18997421860694885
ZNF341,ZNF341,118,0.7457792,0.88635874,-0.14057952,0.4275553822517395,0.2217096984386444,-0.2058456838130951
DEPTOR,DEPTOR,104,0.70830685,0.84892386,-0.14061701,0.8193487524986267,0.5995035767555237,-0.21984517574310303
SNORA71C,SNORA71C,100,0.7227379,0.8633752,-0.14063728,0.4459361732006073,0.19915015995502472,-0.24678601324558258
RRS1,RRS1,101,0.81239545,0.9531164,-0.14072096,0.4688979387283325,0.11488950252532959,-0.35400843620300293
KLHL42,KLHL42,113,0.49382302,0.6346037,-0.14078066,0.9571112990379333,0.7542967796325684,-0.202814519405365
TOX,TOX,105,0.8108137,0.9516416,-0.1408279,0.550859808921814,0.15993732213974,-0.390922486782074
CPNE3,CPNE3,87,0.75537705,0.8962071,-0.14083004,0.2968858778476715,0.13652577996253967,-0.16036009788513184
SLCO4A1,SLCO4A1,125,0.7415019,0.88238335,-0.14088142,0.54625004529953,0.28269267082214355,-0.2635573744773865
ZHX3,ZHX3,102,0.7233981,0.86429894,-0.14090085,0.8176494836807251,0.48223060369491577,-0.3354188799858093
DENND3,DENND3,100,0.79445857,0.93542325,-0.14096469,0.2554028630256653,0.09197807312011719,-0.1634247899055481
MIR3916,MIR3916,103,0.57436913,0.71552515,-0.14115602,0.6944100260734558,0.535305380821228,-0.15910464525222778
PVT1,PVT1,101,0.6143143,0.7555031,-0.1411888,0.30051350593566895,0.2263999730348587,-0.07411353290081024
DNAJC5B,DNAJC5B,102,0.8064221,0.9476746,-0.14125246,0.347170352935791,0.10224705189466476,-0.24492330104112625
SLAMF6,SLAMF6,129,0.79640096,0.9377071,-0.14130616,0.5719853639602661,0.22261863946914673,-0.3493667244911194
GAL,GAL,92,0.6748325,0.8161873,-0.1413548,0.6034723520278931,0.3267917335033417,-0.2766806185245514
PYCRL,PYCRL,115,0.789069,0.9304451,-0.14137608,0.5094934701919556,0.2108284831047058,-0.29866498708724976
TLDC2,TLDC2,106,0.7607123,0.90221256,-0.14150023,0.5234952569007874,0.2684147357940674,-0.25508052110671997
KCNN3,KCNN3,119,0.81174135,0.95340496,-0.14166361,0.4006350338459015,0.11972338706254959,-0.2809116467833519
SLC32A1,SLC32A1,103,0.7992276,0.9410408,-0.14181322,0.3153752386569977,0.10928992182016373,-0.20608531683683395
FCGR2B,FCGR2B,102,0.83425355,0.9760973,-0.14184374,0.2542089819908142,0.04131321981549263,-0.21289576217532158
MRPL9,MRPL9,105,0.78430265,0.92628753,-0.14198488,0.2875079810619354,0.1156206876039505,-0.17188729345798492
COPS7A,COPS7A,119,0.75364053,0.89572567,-0.14208513,0.6320395469665527,0.32058247923851013,-0.3114570677280426
CSPP1,CSPP1,91,0.7786684,0.92076933,-0.14210093,0.6343480944633484,0.25040552020072937,-0.383942574262619
C1orf68,C1orf68,104,0.81552374,0.9577789,-0.14225513,0.26541611552238464,0.0763116329908371,-0.18910448253154755
VPS8,VPS8,96,0.810513,0.952797,-0.14228398,0.31905052065849304,0.10277259349822998,-0.21627792716026306
FLG,FLG,120,0.8104257,0.952799,-0.14237332,0.42191213369369507,0.14898046851158142,-0.27293166518211365
FAM155A,FAM155A,108,0.5777965,0.72021973,-0.14242321,0.693458080291748,0.532956600189209,-0.16050148010253906
RBM12B,RBM12B,86,0.8150425,0.95748997,-0.14244747,0.3300415575504303,0.10957733541727066,-0.22046422213315964
DSTNP2,DSTNP2,117,0.6876489,0.830098,-0.14244908,0.2793843746185303,0.14778533577919006,-0.1315990388393402
LY6K,LY6K,97,0.7309818,0.8734657,-0.14248389,0.32262295484542847,0.16312119364738464,-0.15950176119804382
GNGT1,GNGT1,102,0.6259972,0.7685155,-0.14251834,0.6408544182777405,0.3994840383529663,-0.24137037992477417
UCK2,UCK2,118,0.735442,0.87799,-0.14254802,0.4213832914829254,0.23983904719352722,-0.1815442442893982
snoU13,snoU13|ENSG00000238687.1,105,0.7485895,0.8912553,-0.1426658,0.4410340487957001,0.22153382003307343,-0.21950022876262665
LY6E,LY6E,102,0.76734877,0.91002685,-0.14267808,0.4261515140533447,0.18049101531505585,-0.24566049873828888
ATP1A4,ATP1A4,111,0.8003637,0.9430533,-0.14268959,0.2448348104953766,0.07157696783542633,-0.17325784265995026
MIR4789,MIR4789,105,0.7634573,0.9061896,-0.14273232,0.47433748841285706,0.22754907608032227,-0.2467884123325348
ASH1L,ASH1L,114,0.6521299,0.7949009,-0.142771,0.7383687496185303,0.48545730113983154,-0.25291144847869873
SNORA1,SNORA1|ENSG00000199405.1,100,0.65444386,0.7973311,-0.14288723,0.6704698204994202,0.42622360587120056,-0.2442462146282196
LINC00588,LINC00588,101,0.7798792,0.922842,-0.14296281,0.48648491501808167,0.17855459451675415,-0.3079303205013275
GFM1,GFM1,101,0.698325,0.8412953,-0.14297032,0.6267828345298767,0.3554464280605316,-0.2713364064693451
LINC00886,LINC00886,105,0.7243951,0.86740124,-0.14300615,0.5075579881668091,0.25768718123435974,-0.24987080693244934
CASS4,CASS4,93,0.68903804,0.8320741,-0.14303607,1.0602279901504517,0.7278493046760559,-0.33237868547439575
ADRM1,ADRM1,123,0.7139774,0.8571781,-0.1432007,0.37990447878837585,0.2140941023826599,-0.16581037640571594
RNA5SP57,RNA5SP57,121,0.765369,0.90859103,-0.14322203,0.2837222218513489,0.10949987918138504,-0.17422234266996384
SNORA32,SNORA32|ENSG00000206776.1,106,0.8082313,0.9514739,-0.1432426,0.341028094291687,0.10713152587413788,-0.23389656841754913
JTB,JTB,107,0.79898596,0.94231594,-0.14332998,0.2033405900001526,0.06529414653778076,-0.13804644346237183
MIR3609,MIR3609,102,0.55923533,0.70257354,-0.1433382,0.4738936722278595,0.3503086268901825,-0.123585045337677
SAMD4B,SAMD4B,114,0.45106503,0.59445244,-0.1433874,0.5160978436470032,0.406009316444397,-0.1100885272026062
KCNJ9,KCNJ9,106,0.72732055,0.8707296,-0.14340907,0.4457496106624603,0.22336748242378235,-0.22238212823867798
SERP1,SERP1,99,0.7762038,0.91962177,-0.14341795,0.38307198882102966,0.1854030191898346,-0.19766896963119507
GMPS,GMPS,103,0.75433373,0.89777416,-0.14344043,0.4314671754837036,0.19855906069278717,-0.23290811479091644
KIAA1755,KIAA1755,113,0.74019694,0.883674,-0.14347708,0.5084982514381409,0.23374778032302856,-0.2747504711151123
HOOK3,HOOK3,106,0.3878415,0.53136826,-0.14352676,1.016196370124817,0.8623994588851929,-0.15379691123962402
MIR3664,MIR3664,100,0.5383986,0.6820198,-0.1436212,0.6935105323791504,0.5052481293678284,-0.18826240301132202
ACTRT3,ACTRT3,103,0.7475136,0.89118576,-0.14367217,0.6026328206062317,0.28991082310676575,-0.31272199749946594
LCE6A,LCE6A,111,0.7471078,0.89079654,-0.14368874,0.349287211894989,0.18005546927452087,-0.16923174262046814
CAMK2N2,CAMK2N2,96,0.6598278,0.8036432,-0.1438154,0.8364980816841125,0.5438241958618164,-0.29267388582229614
LINC00536,LINC00536,103,0.79694605,0.940806,-0.14385992,0.31185564398765564,0.12203489989042282,-0.18982074409723282
ILF2,ILF2,109,0.76844656,0.91232574,-0.14387918,0.41360941529273987,0.19042257964611053,-0.22318683564662933
TRIM46,TRIM46,104,0.7611981,0.9051785,-0.14398038,0.47930923104286194,0.21457241475582123,-0.2647368162870407
LCE3A,LCE3A,103,0.78674054,0.9307348,-0.14399427,0.3190986216068268,0.11024264246225357,-0.2088559791445732
TPX2,TPX2,93,0.6853115,0.8293933,-0.14408183,0.450031578540802,0.2614400386810303,-0.18859153985977173
FAM194A,FAM194A,114,0.6671192,0.81133413,-0.14421493,0.93520188331604,0.6203965544700623,-0.3148053288459778
CHTOP,CHTOP,93,0.72763246,0.87190515,-0.14427269,0.5582722425460815,0.35462552309036255,-0.203646719455719
OC90,OC90,115,0.77166665,0.91603523,-0.14436859,0.3509944975376129,0.14078520238399506,-0.21020929515361786
RPS20,RPS20,90,0.7309981,0.8753842,-0.14438611,0.49606069922447205,0.251834511756897,-0.24422618746757507
LDHB,LDHB,105,0.7932119,0.9376161,-0.14440423,0.9285120368003845,0.3756100833415985,-0.552901953458786
SNORD93,SNORD93,114,0.62793475,0.7723694,-0.14443463,0.35106635093688965,0.2270677536725998,-0.12399859726428986
GNG4,GNG4,97,0.6187324,0.76323205,-0.14449966,0.5817006230354309,0.37411385774612427,-0.20758676528930664
SULF2,SULF2,98,0.81541485,0.9599207,-0.14450586,0.2827598452568054,0.06604966521263123,-0.2167101800441742
ZMYND8,ZMYND8,102,0.69466466,0.83920646,-0.1445418,0.7855241894721985,0.5620826482772827,-0.22344154119491577
PDE7A,PDE7A,100,0.77260214,0.9171939,-0.14459175,0.3792148530483246,0.14996349811553955,-0.22925135493278503
CSE1L,CSE1L,97,0.784017,0.92864597,-0.14462894,0.3445839583873749,0.11327669769525528,-0.2313072606921196
SPATA2,SPATA2,116,0.7652825,0.90991884,-0.14463633,0.4508909285068512,0.2394639551639557,-0.2114269733428955
BCAT1,BCAT1,109,0.52122885,0.6658895,-0.14466065,0.6848481297492981,0.5298599004745483,-0.15498822927474976
TSPAN9,TSPAN9,118,0.6709721,0.81564593,-0.14467382,0.9557826519012451,0.5905196070671082,-0.36526304483413696
MGP,MGP,116,0.77072537,0.915443,-0.14471763,0.5069774389266968,0.20850053429603577,-0.298476904630661
RAB2A,RAB2A,110,0.8048334,0.94956344,-0.14473003,0.45128658413887024,0.11690832674503326,-0.334378257393837
GBAP1,GBAP1,100,0.8130088,0.9577813,-0.14477253,0.2615486979484558,0.06629548966884613,-0.19525320827960968
C1orf85,C1orf85,93,0.79596806,0.94083667,-0.14486861,0.22115002572536469,0.06449899822473526,-0.15665102750062943
RPL31P11,RPL31P11,100,0.77810574,0.92297846,-0.14487273,0.2851257026195526,0.10256597399711609,-0.18255972862243652
C8orf76,C8orf76,95,0.79581,0.94083285,-0.14502287,0.46221014857292175,0.20529243350028992,-0.25691771507263184
CDH17,CDH17,86,0.6898861,0.8349131,-0.14502698,0.3720761835575104,0.2095772922039032,-0.16249889135360718
PDE3A,PDE3A,90,0.62718,0.77221215,-0.14503217,0.23317082226276398,0.13600948452949524,-0.09716133773326874
PLAT,PLAT,89,0.5897614,0.7347937,-0.14503235,0.5112099051475525,0.3599871098995209,-0.15122279524803162
LY9,LY9,105,0.71447694,0.8595578,-0.14508086,0.26450836658477783,0.14159950613975525,-0.12290886044502258
MYH7B,MYH7B,99,0.74152267,0.88661736,-0.1450947,0.4762396812438965,0.21522600948810577,-0.2610136717557907
ABHD16B,ABHD16B,104,0.78186333,0.92709655,-0.14523321,0.344929039478302,0.13401907682418823,-0.21090996265411377
RN7SL621P,RN7SL621P,105,0.5789182,0.72415507,-0.14523685,0.45016419887542725,0.33621883392333984,-0.1139453649520874
TRPS1,TRPS1,98,0.8026095,0.9480136,-0.1454041,0.26492220163345337,0.0877106636762619,-0.17721153795719147
IQSEC3,IQSEC3,103,0.7334374,0.8788752,-0.14543778,0.5961215496063232,0.35444125533103943,-0.2416802942752838
YBX3,YBX3,87,0.79587567,0.9414293,-0.14555365,0.6338092684745789,0.21715857088565826,-0.4166506975889206
ADIG,ADIG,96,0.73359704,0.87917125,-0.14557421,0.3517580032348633,0.18055708706378937,-0.1712009161710739
TRAPPC9,TRAPPC9,93,0.7812467,0.9268223,-0.14557558,0.3443964421749115,0.12353797256946564,-0.22085846960544586
LPIN3,LPIN3,107,0.77137625,0.9169993,-0.14562303,0.6242783665657043,0.28753048181533813,-0.3367478847503662
AZIN1,AZIN1,113,0.74984246,0.89557856,-0.1457361,0.32062870264053345,0.15636718273162842,-0.16426151990890503
LAMTOR2,LAMTOR2,103,0.686597,0.832334,-0.14573699,1.1603516340255737,0.7423579096794128,-0.4179937243461609
RERG,RERG,109,0.80787945,0.9536368,-0.14575738,0.53077632188797,0.1754579246044159,-0.3553183972835541
CHCHD2,CHCHD2,96,0.6523179,0.7980954,-0.14577752,0.524736225605011,0.3304576575756073,-0.1942785680294037
SPINT3,SPINT3,112,0.8021849,0.9480313,-0.14584643,0.42940568923950195,0.13495250046253204,-0.2944531887769699
VSTM2L,VSTM2L,105,0.68970776,0.83555865,-0.1458509,0.4699881672859192,0.20284245908260345,-0.26714570820331573
TAS2R50,TAS2R50,112,0.7989928,0.9450383,-0.1460455,0.5674158930778503,0.1702922135591507,-0.39712367951869965
RN7SKP161,RN7SKP161,94,0.79626757,0.94244295,-0.14617538,0.3815602958202362,0.12786312401294708,-0.2536971718072891
NNT,NNT,113,0.61846745,0.7647073,-0.14623988,0.45922744274139404,0.3201310932636261,-0.13909634947776794
SNORD29,SNORD29,99,0.4615337,0.607833,-0.14629933,0.7552192807197571,0.5910388827323914,-0.16418039798736572
U8,U8|ENSG00000201398.1,103,0.7598015,0.90621835,-0.14641684,0.3197094202041626,0.12647363543510437,-0.19323578476905823
HRSP12,HRSP12,104,0.7958287,0.94228375,-0.14645505,0.4138064980506897,0.13006289303302765,-0.28374360501766205
NCOA3,NCOA3,107,0.7955799,0.9421053,-0.14652538,0.41948172450065613,0.13767670094966888,-0.28180502355098724
CYHR1,CYHR1,122,0.7915521,0.9381773,-0.14662516,0.4143368601799011,0.15465474128723145,-0.2596821188926697
NBN,NBN,114,0.6369787,0.7836077,-0.14662904,0.4210126996040344,0.29430773854255676,-0.12670496106147766
KCTD21,KCTD21,115,0.23502687,0.38176274,-0.14673588,0.5027287602424622,0.46075499057769775,-0.041973769664764404
DEFB104A,DEFB104A,109,0.5574353,0.7042036,-0.14676833,0.8749346137046814,0.6414043307304382,-0.23353028297424316
COL20A1,COL20A1,121,0.74860054,0.8954809,-0.14688033,0.511644184589386,0.24823671579360962,-0.26340746879577637
S100A9,S100A9,100,0.8207467,0.96771955,-0.14697284,0.42923644185066223,0.12093625217676163,-0.3083001896739006
ACA64,ACA64|ENSG00000238934.1,119,0.77589345,0.9230108,-0.14711738,0.3399346172809601,0.12315962463617325,-0.21677499264478683
GDNF,GDNF,78,0.70965225,0.8569445,-0.14729226,0.37603363394737244,0.24089470505714417,-0.13513892889022827
CHRAC1,CHRAC1,99,0.73912084,0.8864261,-0.14730525,0.3640766739845276,0.17920330166816711,-0.18487337231636047
MRPS28,MRPS28,111,0.7387845,0.886178,-0.14739352,0.4042533040046692,0.18602678179740906,-0.21822652220726013
SDHAP1,SDHAP1,104,0.81094784,0.95840824,-0.1474604,0.32901471853256226,0.09395936876535416,-0.2350553497672081
RIPK2,RIPK2,111,0.8084482,0.95604366,-0.14759547,0.47241467237472534,0.11440166085958481,-0.35801301151514053
CARS2,CARS2,103,0.27217674,0.41990983,-0.14773309,0.7788265347480774,0.6955295205116272,-0.0832970142364502
C20orf166,C20orf166,96,0.70443964,0.8522105,-0.14777088,0.803490936756134,0.44698894023895264,-0.3565019965171814
BRD9,BRD9,104,0.75284445,0.9007612,-0.14791673,0.3862138092517853,0.18001028895378113,-0.20620352029800415
RN7SL107P,RN7SL107P,116,0.68893963,0.8370103,-0.1480707,0.7519697546958923,0.5070620775222778,-0.2449076771736145
ECH1,ECH1,113,0.7134869,0.8617227,-0.1482358,0.4570917785167694,0.2376580387353897,-0.2194337397813797
SNORD124,SNORD124,105,0.39740306,0.5457313,-0.14832824,0.3742166757583618,0.3566584289073944,-0.017558246850967407
C1orf61,C1orf61,123,0.6169637,0.76538277,-0.14841908,0.4447638690471649,0.2834370732307434,-0.1613267958164215
MIR939,MIR939,107,0.73354477,0.88198304,-0.14843827,0.4145320951938629,0.19099532067775726,-0.22353677451610565
ZNF639,ZNF639,97,0.4203592,0.5688112,-0.14845198,0.9097533822059631,0.7258697748184204,-0.18388360738754272
C1orf204,C1orf204,100,0.8211045,0.96963453,-0.14853,0.2204703837633133,0.0351911224424839,-0.1852792613208294
MIR4728,MIR4728,100,0.61559296,0.7642783,-0.14868534,0.38601768016815186,0.27286434173583984,-0.11315333843231201
PMCHL1,PMCHL1,100,0.65725976,0.8060225,-0.14876276,0.7417907118797302,0.5031100511550903,-0.2386806607246399
SCARNA12,SCARNA12,94,0.78074443,0.9296143,-0.14886987,0.5227557420730591,0.18070322275161743,-0.34205251932144165
RHBG,RHBG,109,0.7955966,0.9445239,-0.14892727,0.33447301387786865,0.11681525409221649,-0.21765775978565216
DEFB105A,DEFB105A,90,0.7668351,0.91576993,-0.14893484,0.4539296329021454,0.2336527705192566,-0.2202768623828888
RN7SL228P,RN7SL228P,125,0.6854279,0.83439034,-0.14896244,0.3726227879524231,0.2154422253370285,-0.1571805626153946
EXOSC4,EXOSC4,119,0.75818825,0.9071846,-0.14899635,0.5740571618080139,0.246211439371109,-0.3278457224369049
LINC00612,LINC00612,88,0.74841034,0.8974612,-0.14905083,0.4107406437397003,0.20159082114696503,-0.2091498225927353
MATN4,MATN4,106,0.8032594,0.95241505,-0.14915568,0.33322855830192566,0.07850240916013718,-0.2547261491417885
TARS2,TARS2,103,0.6942293,0.8434017,-0.14917237,0.6885731816291809,0.4064960181713104,-0.2820771634578705
TMEM65,TMEM65,114,0.74539644,0.89457875,-0.14918232,0.38455769419670105,0.1961321234703064,-0.18842557072639465
FKBP9,FKBP9,87,0.6575566,0.8067939,-0.14923733,0.3827705383300781,0.22999288141727448,-0.15277765691280365
U3,U3|ENSG00000201329.1,79,0.6129787,0.7622376,-0.14925891,0.5143523812294006,0.35197511315345764,-0.162377268075943
CHD6,CHD6,105,0.75345665,0.90273875,-0.1492821,0.33144059777259827,0.1545373946428299,-0.17690320312976837
MIR4652,MIR4652,106,0.6345424,0.78387386,-0.14933145,0.45913395285606384,0.31448033452033997,-0.14465361833572388
EEF1A2,EEF1A2,98,0.75523716,0.90458953,-0.14935237,1.0849885940551758,0.4922727048397064,-0.5927158892154694
MTMR11,MTMR11,104,0.7480048,0.89737445,-0.14936966,0.34350141882896423,0.16696390509605408,-0.17653751373291016
